dataset,distribution,n,params,ks_statistic,ks_pvalue,aic,bic,log_likelihood,label,caption,segment,segment_label,group
frame_len__tls,gamma,8845,"{'shape': 0.7090455559333394, 'loc': 0.0, 'scale': 1017.0139396700924}",0.2499379818730424,0.0,133316.37235176892,133330.5475669821,-66656.18617588446,Packet size,"best=gamma (shape=0.709, loc=0, scale=1017); KS D=0.2499, p=0.00e+00; AIC=133316.4, BIC=133330.5",app_proto,Application protocol,tls
frame_len__dns,lognormal,2462,"{'shape': 0.8732341832947852, 'loc': 0.0, 'scale': 213.4502735597303}",0.1371131195457735,7.796885187624031e-41,32732.798490569938,32744.415949183425,-16364.399245284969,Packet size,"best=lognormal (shape=0.8732, loc=0, scale=213.5); KS D=0.1371, p=7.80e-41; AIC=32732.8, BIC=32744.4",app_proto,Application protocol,dns
frame_len__rdp,lognormal,868,"{'shape': 0.3433707456245654, 'loc': 0.0, 'scale': 65.97833352235041}",0.4109088508316101,4.438406390893347e-133,7884.260243645452,7893.792627074772,-3940.130121822726,Packet size,"best=lognormal (shape=0.3434, loc=0, scale=65.98); KS D=0.4109, p=4.44e-133; AIC=7884.3, BIC=7893.8",app_proto,Application protocol,rdp
frame_len__ssh,lognormal,474,"{'shape': 1.2875332186350097, 'loc': 0.0, 'scale': 234.12102437044595}",0.23533894038640413,1.4161479195447395e-23,6760.874614039504,6769.197028682895,-3378.437307019752,Packet size,"best=lognormal (shape=1.288, loc=0, scale=234.1); KS D=0.2353, p=1.42e-23; AIC=6760.9, BIC=6769.2",app_proto,Application protocol,ssh
flow_duration__http,weibull,2132,"{'shape': 0.6469986635855903, 'loc': 0.0, 'scale': 0.4058527475958784}",0.06684907388284578,9.972699365064301e-09,946.4700161606685,957.7996477312399,-471.23500808033424,Flow duration,"best=weibull (shape=0.647, loc=0, scale=0.4059); KS D=0.0668, p=9.97e-09; AIC=946.5, BIC=957.8",app_proto,Application protocol,http
flow_duration__dns,weibull,629,"{'shape': 0.43260023689158345, 'loc': 0.0, 'scale': 0.0526623370375875}",0.13756504829691252,7.615094405697473e-11,-2316.244315156414,-2307.356052643013,1160.122157578207,Flow duration,"best=weibull (shape=0.4326, loc=0, scale=0.05266); KS D=0.1376, p=7.62e-11; AIC=-2316.2, BIC=-2307.4",app_proto,Application protocol,dns
flow_duration__tls,gamma,533,"{'shape': 0.41608513079128523, 'loc': 0.0, 'scale': 1.6473836677741927}",0.15671246760287325,6.722882380979824e-12,262.0033568855812,270.56039973391285,-129.0016784427906,Flow duration,"best=gamma (shape=0.4161, loc=0, scale=1.647); KS D=0.1567, p=6.72e-12; AIC=262.0, BIC=270.6",app_proto,Application protocol,tls
flow_byte_sum__http,pareto,3446,"{'shape': 0.4915508440051719, 'loc': 0.0, 'scale': 60.0}",0.23681055204753954,1.7041283214819735e-170,54029.78155120964,54042.07149004382,-27012.89077560482,Flow size,"best=pareto (shape=0.4916, loc=0, scale=60); KS D=0.2368, p=1.70e-170; AIC=54029.8, BIC=54042.1",app_proto,Application protocol,http
flow_byte_sum__dns,lognormal,1510,"{'shape': 0.8755109878035038, 'loc': 0.0, 'scale': 330.61889071862277}",0.06994224310456021,7.221285183239399e-07,21406.610987568856,21417.250717428473,-10701.305493784428,Flow size,"best=lognormal (shape=0.8755, loc=0, scale=330.6); KS D=0.0699, p=7.22e-07; AIC=21406.6, BIC=21417.3",app_proto,Application protocol,dns
flow_byte_sum__tls,pareto,712,"{'shape': 0.4057243145515862, 'loc': 0.0, 'scale': 60.0}",0.11528259507464567,1.0631662605243091e-08,12052.68293618107,12061.819092003894,-6024.341468090535,Flow size,"best=pareto (shape=0.4057, loc=0, scale=60); KS D=0.1153, p=1.06e-08; AIC=12052.7, BIC=12061.8",app_proto,Application protocol,tls
flow_byte_sum__smb,pareto,237,"{'shape': 20.271908924157493, 'loc': 0.0, 'scale': 60.0}",0.48135908621213125,4.838207389897592e-51,1015.7235062416988,1022.6596265239691,-505.8617531208494,Flow size,"best=pareto (shape=20.27, loc=0, scale=60); KS D=0.4814, p=4.84e-51; AIC=1015.7, BIC=1022.7",app_proto,Application protocol,smb
flow_byte_sum__rdp,pareto,53,"{'shape': 2.6214037164728707, 'loc': 0.0, 'scale': 60.0}",0.6468448979711787,3.6661497006486938e-22,482.2836202351563,486.2242040622606,-239.14181011757816,Flow size,"best=pareto (shape=2.621, loc=0, scale=60); KS D=0.6468, p=3.67e-22; AIC=482.3, BIC=486.2",app_proto,Application protocol,rdp
